freq,ceparema,env_econ,nace_r2,unit,geo\TIME_PERIOD,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,CEPA7-9,EPS_INV_PT,C10-C12,MIO_NAC,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C10-C12,MIO_NAC,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,
A,CEPA7-9,EPS_INV_PT,C10-C12,MIO_NAC,RO,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C10-C12,MIO_NAC,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,,
A,CEPA7-9,EPS_INV_PT,C10-C12,MIO_NAC,SE,,,,,,,,,,,,,6.8,2.0,3.5,,,,
A,CEPA7-9,EPS_INV_PT,C10-C12,MIO_NAC,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,AT,,,,,,,,,,,,,0.7,0.3,3.1,0.4,0.6,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,BE,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,CH,,,,,,,,,,,0.0,,0.0,,0.5,0.5,0.6,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,DE,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,FI,,,,,,,,,,,,,,,0.0,,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,IE,,,,,,,,,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,IT,,,,,,,,,,,4.5,0.4,1.2,0.3,0.0,0.1,0.5,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,LT,,,,,,,,,,,,,0.0,0.0,0.1,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,RO,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,SE,,,,,,,,,,,,,0.1,0.2,0.1,0.4,,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_EUR,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,AT,,,,,,,,,,,,,0.7,0.3,3.1,0.4,0.6,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,BE,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,CH,,,,,,,,,,,0.1,,0.0,,0.6,0.6,0.6,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,DE,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,FI,,,,,,,,,,,,,,,0.0,,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,IE,,,,,,,,,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,IT,,,,,,,,,,,4.5,0.4,1.2,0.3,0.0,0.1,0.5,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,LT,,,,,,,,,,,,,0.0,0.0,0.1,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,RO,,,,,,,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,RS,,,,,,,,,0.0,0.0,0.1,2.6,0.0,0.0,5.1,2.2,0.2,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,SE,,,,,,,,,,,,,1.2,2.1,1.2,4.5,,,
A,CEPA7-9,EPS_INV_PT,C13-C16_C18_C31-C33,MIO_NAC,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,AT,,,,,,,,,,,,,0.4,1.6,1.1,1.7,1.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,BG,,,,,,,,,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,CH,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,DE,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,FI,,,,,,,,,,,,,,,,,,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,IT,,,,,,,,,,,0.6,0.4,0.5,0.0,0.0,0.5,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,MT,,,,,,,,,,,,,,,,,,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,RO,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,SE,,,,,,,,,,,,,0.3,0.1,0.3,1.4,,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_EUR,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,AT,,,,,,,,,,,,,0.4,1.6,1.1,1.7,1.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,BG,,,,,,,,,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,CH,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,DE,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,FI,,,,,,,,,,,,,,,,,,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,IT,,,,,,,,,,,0.6,0.4,0.5,0.0,0.0,0.5,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,MT,,,,,,,,,,,,,,,,,,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,PL,,,,,,,,,0.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,RO,,,,,,,,,0.0,0.0,0.0,0.1,0.0,0.2,0.7,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,SE,,,,,,,,,,,,,3.2,1.5,3.2,13.9,,,
A,CEPA7-9,EPS_INV_PT,C17,MIO_NAC,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,AT,,,,,,,,,,,,,1.4,5.1,7.2,1.3,2.9,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,BE,,,,,,,,,10.3,10.2,9.6,10.4,11.3,12.2,13.1,14.3,15.8,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,BG,,,,,,,,,0.7,1.2,0.8,1.7,0.5,0.8,2.1,0.6,2.5,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,CH,,,,,,,,,,,0.7,,0.4,,0.7,0.7,0.8,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,DE,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,EL,,,,,,,,,0.2,0.4,0.3,0.0,0.0,0.1,0.3,0.1,0.6,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,FI,,,,,,,,,,,,,,,,,,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,IE,,,,,,,,,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,IT,,,,,,,,,,,11.1,14.4,4.4,9.8,0.7,4.2,1.4,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,RO,,,,,,,,,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.3,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,RS,,,,,,,,,0.5,0.6,0.6,0.3,0.0,0.6,0.1,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,SE,,,,,,,,,,,,,,,,1.2,,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_EUR,SI,,,,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,AT,,,,,,,,,,,,,1.4,5.1,7.2,1.3,2.9,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,BE,,,,,,,,,10.3,10.2,9.6,10.4,11.3,12.2,13.1,14.3,15.8,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,BG,,,,,,,,,0.7,1.2,0.8,1.7,0.5,0.8,2.1,0.6,2.5,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,CH,,,,,,,,,,,0.7,,0.4,,0.8,0.8,0.8,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,DE,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,EL,,,,,,,,,0.2,0.4,0.3,0.0,0.0,0.1,0.3,0.1,0.6,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,FI,,,,,,,,,,,,,,,,,,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,IE,,,,,,,,,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,IT,,,,,,,,,,,11.1,14.4,4.4,9.8,0.7,4.2,1.4,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,RO,,,,,,,,,0.6,0.0,0.8,0.0,0.5,0.0,0.0,1.3,0.0,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,RS,,,,,,,,,61.2,71.5,72.4,42.4,0.6,68.2,14.2,0.5,0.3,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,SE,,,,,,,,,,,,,,,,12.2,,,
A,CEPA7-9,EPS_INV_PT,C19_C20,MIO_NAC,SI,,,,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,AT,,,,,,,,,,,,,6.1,2.2,1.7,0.4,0.6,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,BE,,,,,,,,,3.8,3.8,4.3,5.0,4.9,4.2,3.7,4.6,4.2,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,BG,,,,,,,,,0.2,0.1,0.1,0.4,0.0,1.9,4.4,0.8,0.1,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,CH,,,,,,,,,,,1.1,,0.2,,1.0,1.0,1.1,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,DE,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,EL,,,,,,,,,0.4,0.8,0.1,0.2,1.5,0.5,0.2,1.5,0.9,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,FI,,,,,,,,,,,,,,0.0,,,,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,IT,,,,,,,,,,,7.3,6.3,4.3,1.6,1.4,5.2,2.1,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,PL,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,RO,,,,,,,,,0.3,0.0,0.0,0.2,0.0,0.1,0.2,0.1,0.4,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,RS,,,,,,,,,0.1,0.0,0.1,0.6,0.3,0.2,0.1,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,SE,,,,,,,,,,,,,12.7,,0.4,5.8,,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_EUR,SI,,,,,,,,,1.0,0.6,0.9,0.1,0.5,0.3,0.3,1.6,1.8,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,AT,,,,,,,,,,,,,6.1,2.2,1.7,0.4,0.6,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,BE,,,,,,,,,3.8,3.8,4.3,5.0,4.9,4.2,3.7,4.6,4.2,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,BG,,,,,,,,,0.2,0.1,0.1,0.4,0.0,1.9,4.4,0.8,0.1,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,CH,,,,,,,,,,,1.2,,0.3,,1.1,1.1,1.1,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,DE,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,EL,,,,,,,,,0.4,0.8,0.1,0.2,1.5,0.5,0.2,1.5,0.9,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,FI,,,,,,,,,,,,,,0.0,,,,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,IT,,,,,,,,,,,7.3,6.3,4.3,1.6,1.4,5.2,2.1,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,PL,,,,,,,,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,RO,,,,,,,,,1.4,0.0,0.0,1.1,0.0,0.3,0.8,0.6,2.2,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,RS,,,,,,,,,6.9,0.0,18.5,67.7,39.3,22.4,8.2,5.0,1.1,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,SE,,,,,,,,,,,,,130.4,,3.8,58.7,,,
A,CEPA7-9,EPS_INV_PT,C21-C23,MIO_NAC,SI,,,,,,,,,1.0,0.6,0.9,0.1,0.5,0.3,0.3,1.6,1.8,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,AT,,,,,,,,,,,,,2.3,2.4,2.8,8.5,12.5,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,BE,,,,,,,,,0.5,0.6,0.6,0.7,0.6,0.8,0.7,0.8,0.9,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,BG,,,,,,,,,0.1,0.5,1.6,0.0,0.1,0.0,0.5,0.7,1.5,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,CH,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,DE,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,1.2,0.0,0.1,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,FI,,,,,,,,,,,,,,,,,,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,IT,,,,,,,,,,,8.8,1.4,4.1,6.2,1.4,7.1,3.5,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,MT,,,,,,,,,,,,,,,,,,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,PL,,,,,,,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,RO,,,,,,,,,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,SE,,,,,,,,,,,,,0.0,0.2,,0.3,,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_EUR,SI,,,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,1.7,0.0,,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_NAC,AT,,,,,,,,,,,,,2.3,2.4,2.8,8.5,12.5,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_NAC,BE,,,,,,,,,0.5,0.6,0.6,0.7,0.6,0.8,0.7,0.8,0.9,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_NAC,BG,,,,,,,,,0.1,0.5,1.6,0.0,0.1,0.0,0.5,0.7,1.5,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_NAC,CH,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.1,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_NAC,DE,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,1.2,0.0,0.1,0.0,0.0,,
A,CEPA7-9,EPS_INV_PT,C24,MIO_NAC,FI,,,,,,,,,,,,,,,,,,,
